id,japanese,pronounce,english,familiar,show_cnt,last_show,score
2696,しばしば,しばしば,blinking repeatedly,0,0,0,0.0
2697,以後,いご,"① after this, from now on, hereafter ② thereafter, since (verb) (after -te form of verb), after (time), since (then)",0,0,0,0.0
2698,意地悪,いじわる,"malicious, ill-tempered, unkind",0,0,0,0.0
2699,引き分け,ひきわけ,"draw (in competition), tie game",0,0,0,0.0
2700,映る,うつる,"to be reflected, to harmonize with (harmonise), to come out (photo), to be projected",0,0,0,0.0
2701,英文,えいぶん,"① sentence in English, article in English, English text ② English literature (study of)",0,0,0,0.0
2702,屋外,おくがい,"outdoors, alfresco",0,0,0,0.0
2703,下町,したまち,"Shitamachi, lower parts of town",0,0,0,0.0
2704,下品,げひん,"vulgarity, meanness, indecency, coarseness",0,0,0,0.0
2705,家屋,かおく,"house, building",0,0,0,0.0
2706,海洋,かいよう,ocean,0,0,0,0.0
2707,開会,かいかい,opening of a meeting,0,0,0,0.0
2708,学会,がっかい,"scientific society, academic meeting, academic conference",0,0,0,0.0
2709,学力,がくりょく,"scholarship, knowledge, literary ability",0,0,0,0.0
2710,帰す,かえす,"to send (someone) back, to send (someone) home",0,0,0,0.0
2711,休業,きゅうぎょう,"closed (e.g. store), business suspended, shutdown, holiday",0,0,0,0.0
2712,強引,ごういん,"overbearing, coercive, pushy, forcible, high-handed",0,0,0,0.0
2713,強気,つよき,"firm, strong",0,0,0,0.0
2714,近代,きんだい,"present day, modern times",0,0,0,0.0
2715,金魚,きんぎょ,goldfish,0,0,0,0.0
2716,空中,くうちゅう,"sky, air",0,0,0,0.0
2717,言い出す,いいだす,"to start talking, to speak, to tell, to propose, to suggest, to break the ice",0,0,0,0.0
2718,工事,こうじ,"construction work, construction, work (related to construction, e.g. painting, concrete-pouring, etc.)",0,0,0,0.0
2719,広める,ひろめる,"to broaden, to propagate",0,0,0,0.0
2720,行事,ぎょうじ,"event, function",0,0,0,0.0
2721,行方,ゆくえ,"① (one's) whereabouts ② course, direction",0,0,0,0.0
2722,国立,こくりつ,national,0,0,0,0.0
2723,作者,さくしゃ,"author, authoress",0,0,0,0.0
2724,仕上がる,しあがる,"to be finished, to be completed, to be done",0,0,0,0.0
2725,使い,つかい,"errand, message, messenger, bearer, use, usage, trainer, tamer, mission, familiar spirit, going as envoy",0,0,0,0.0
2726,死体,したい,"dead body, corpse, cadaver",0,0,0,0.0
2727,私立,しりつ,private (establishment),0,0,0,0.0
2728,写る,うつる,"to be photographed, to be projected",0,0,0,0.0
2729,手前,てまえ,"① before, this side ② one's standpoint, one's appearance ③ we ④ you",0,0,0,0.0
2730,集まる,あつまる,"to gather, to collect, to assemble",0,0,0,0.0
2731,重たい,おもたい,"heavy, massive, serious, important, severe, oppressed",0,0,0,0.0
2732,重なる,かさなる,"to be piled up, lie on top of one another, overlap each other",0,0,0,0.0
2733,重ねる,かさねる,"to pile up, to put something on another, to heap up, to add, to repeat",0,0,0,0.0
2734,重力,じゅうりょく,gravity,0,0,0,0.0
2735,出場,しゅつじょう,"(stage) appearance, participation, performance",0,0,0,0.0
2736,上品,じょうひん,"elegant, refined, polished",0,0,0,0.0
2737,心理,しんり,mentality,0,0,0,0.0
2738,真っ先,まっさき,"the head, the foremost, beginning",0,0,0,0.0
2739,真空,しんくう,"vacuum, hollow, empty",0,0,0,0.0
2740,人事,じんじ,"personnel affairs, human affairs, human resources, HR",0,0,0,0.0
2741,水着,みずぎ,"bathing suit, swimsuit, swimmers",0,0,0,0.0
2742,生意気,なまいき,"impertinent, saucy, cheeky, conceit, audacious, brazen",0,0,0,0.0
2743,青少年,せいしょうねん,"youth, young person",0,0,0,0.0
2744,送料,そうりょう,"postage, carriage",0,0,0,0.0
2745,大学院,だいがくいん,graduate school,0,0,0,0.0
2746,大工,だいく,carpenter,0,0,0,0.0
2747,題名,だいめい,title,0,0,0,0.0
2748,知人,ちじん,"friend, acquaintance",0,0,0,0.0
2749,地質,ちしつ,geological features,0,0,0,0.0
2750,地味,じみ,"plain, simple, subdued, sober",0,0,0,0.0
2751,地名,ちめい,place name,0,0,0,0.0
2752,着せる,きせる,"① to put clothes on (someone) ② to plate, to gild, to veneer ③ to accuse (of some crime), to give (a bad name)",0,0,0,0.0
2753,中古,ちゅうこ,"① used, second-hand, old ② Middle Ages",0,0,0,0.0
2754,中世,ちゅうせい,"Middle Ages, mediaeval times",0,0,0,0.0
2755,注,ちゅう,"annotation, explanatory note, comment",0,0,0,0.0
2756,転がる,ころがる,"to roll, to tumble",0,0,0,0.0
2757,電力,でんりょく,electric power,0,0,0,0.0
2758,東洋,とうよう,Orient,0,0,0,0.0
2759,同時,どうじ,"simultaneous(ly), concurrent, same time, synchronous, together",0,0,0,0.0
2760,特色,とくしょく,"characteristic, feature, idiosyncrasy, personal colour",0,0,0,0.0
2761,特長,とくちょう,"forte, merit",0,0,0,0.0
2762,日帰り,ひがえり,day trip,0,0,0,0.0
2763,年度,ねんど,"year, fiscal year, school year, term",0,0,0,0.0
2764,売店,ばいてん,"shop, stand",0,0,0,0.0
2765,売買,ばいばい,"trade, buying and selling",0,0,0,0.0
2766,発電,はつでん,generation (e.g. power),0,0,0,0.0
2767,発売,はつばい,"sale, offering for sale, release (for sale), launch (product)",0,0,0,0.0
2768,飯,めし,"① meals, food ② cooked rice ③ one's livelihood",0,0,0,0.0
2769,着ける,つける,"① to attach, to join, to add, to append, to affix, to stick, to glue, to fasten, to sew on, to apply (ointment) ② to furnish (a house with) ③ to wear, to put on ④ to keep a diary, to make an entry ⑤ to appraise, to set (a price) ⑥ to bring alongside ⑦ to place (under guard or doctor) ⑧ to follow, to shadow ⑨ to load, to give (courage to) ⑩ to keep (an eye on) ⑪ to establish (relations or understanding) ⑫ to turn on (light)",0,0,0,0.0
2770,文体,ぶんたい,literary style,0,0,0,0.0
2771,歩,ほ,"① step, stride ② counter for steps",0,0,0,0.0
2772,方言,ほうげん,dialect,0,0,0,0.0
2773,毎度,まいど,① each time ② thank you for your continued patronage,0,0,0,0.0
2774,名作,めいさく,masterpiece,0,0,0,0.0
2775,目安,めやす,"① criterion, standard, yardstick, reference, aim ② rough estimate, approximation",0,0,0,0.0
2776,目下,めした,"subordinate, subordinates, inferior, inferiors, junior",0,0,0,0.0
2777,問い,とい,"question, query",0,0,0,0.0
2778,夕日,ゆうひ,"(in) the evening sun, setting sun",0,0,0,0.0
2779,料,りょう,"material, charge, rate, fee",0,0,0,0.0
2780,力強い,ちからづよい,"① powerful, strong, forceful, vigorous ② reassuring, encouraging",0,0,0,0.0
2781,近々,ちかぢか,"soon, nearness, before long",0,0,0,0.0
2782,真っ白,まっしろ,pure white,0,0,0,0.0
2783,弟子,でし,"pupil, disciple, adherent, follower, apprentice, young person, teacher's student-helper",0,0,0,0.0
2784,品,ひん,"① thing, article, goods ② dignity, class, quality ③ counter for meal courses ④ flirtatiousness, coquetry",0,0,0,0.0
2785,方々,かたがた,"① they (of people), gentlemen (of the ...) ② you (usu. plural) ③ various",0,0,0,0.0
2786,映す,うつす,"to project, to reflect, to cast (shadow)",0,0,0,0.0
2787,売れ行き,うれゆき,"sales, demand",0,0,0,0.0
2788,会館,かいかん,"meeting hall, assembly hall",0,0,0,0.0
2789,代える,かえる,"① to replace ② to exchange, to interchange ③ to substitute",0,0,0,0.0
2790,貸し出し,かしだし,"lending, loaning",0,0,0,0.0
2791,代わる,かわる,"to take the place of, to relieve, to be substituted for, to be exchanged, to change places with, to take turns, to be replaced",0,0,0,0.0
2792,着々,ちゃくちゃく,steadily,0,0,0,0.0
2793,真っ黒,まっくろ,pitch black,0,0,0,0.0
2794,元々,もともと,"originally, by nature, from the start",0,0,0,0.0
2795,空き,あき,"① space, room, emptiness, gap ② opening, vacancy, empty seat ③ free time, time to spare ④ disuse, unused thing",0,0,0,0.0
2796,長引く,ながびく,"to be prolonged, to drag on",0,0,0,0.0
2797,持ち,もち,"① hold, charge, keep possession, in charge ② wear, durability, life, draw ③ usage",0,0,0,0.0
2798,気味,ぎみ,"-like, -looking, -looked",0,0,0,0.0
2799,館,かん,"house, hall, building",0,0,0,0.0
2800,業,ぎょう,"① work, business ② study",0,0,0,0.0
2801,お参り,おまいり,"worship, shrine visit",0,0,0,0.0
2802,安易,あんい,"① easy, simple ② easy-going",0,0,0,0.0
2803,一定,いってい,"fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized, standardised, certain, prescribed",0,0,0,0.0
2804,引き返す,ひきかえす,"to repeat, to send back, to bring back, to retrace one's steps",0,0,0,0.0
2805,羽根,はね,"① feather, plume, wing ② blade (fan, propeller, etc.)",0,0,0,0.0
2806,園,えん,"① garden (esp. man-made), orchard, park, plantation ② place, location",0,0,0,0.0
2807,温室,おんしつ,"greenhouse, hothouse, conservatory, glasshouse",0,0,0,0.0
2808,加速,かそく,"① acceleration, speed up ② accelerator",0,0,0,0.0
2809,回数,かいすう,"number of times, frequency, count",0,0,0,0.0
2810,回答,かいとう,"reply, answer",0,0,0,0.0
2811,快晴,かいせい,good weather,0,0,0,0.0
2812,開通,かいつう,"opening, open, taking effect, becoming active",0,0,0,0.0
2813,開放,かいほう,"open, throw open, liberalization, liberalisation",0,0,0,0.0
2814,貝,かい,"shell, shellfish",0,0,0,0.0
2815,外科,げか,surgical department,0,0,0,0.0
2816,外部,がいぶ,① the outside ② external,0,0,0,0.0
2817,角,かく,"① angle ② square (or cube) ③ bishop (shogi) ④ third degree (of the Japanese & Chinese pentatonic scale) ⑤ Chinese ""horn"" constellation (one of the 28 mansions) ⑥ jiao (monetary unit of China; one-tenth of a yuan)",0,0,0,0.0
2818,角度,かくど,angle,0,0,0,0.0
2819,学科,がっか,"study subject, course of study",0,0,0,0.0
2820,学術,がくじゅつ,"science, learning, scholarship",0,0,0,0.0
2821,活字,かつじ,printing type,0,0,0,0.0
2822,活力,かつりょく,"vitality, energy",0,0,0,0.0
2823,感想,かんそう,"impressions, thoughts",0,0,0,0.0
2824,期,き,"① period, time ② (geological) age",0,0,0,0.0
2825,気配,けはい,"① indication, sign, hint, presence, trend ② quotation (esp. stock market)",0,0,0,0.0
2826,記号,きごう,"symbol, code, sign, notation",0,0,0,0.0
2827,強化,きょうか,"strengthen, intensify, reinforce, solidify, enhancement",0,0,0,0.0
2828,教わる,おそわる,to be taught,0,0,0,0.0
2829,局,きょく,"① channel (i.e. TV or radio), station, department ② affair, situation",0,0,0,0.0
2830,曲,きょく,"tune, piece of music",0,0,0,0.0
2831,曲げる,まげる,"to bend, to crook, to lean, to yield (a point), to depart (from a principle)",0,0,0,0.0
2832,曲線,きょくせん,curve,0,0,0,0.0
2833,区分,くぶん,"division, section, demarcation, partition, segmentation, subdivision, (traffic) lane, compartment, classification, sorting",0,0,0,0.0
2834,苦情,くじょう,"complaint, troubles, objection, grievance",0,0,0,0.0
2835,空想,くうそう,"daydream, fantasy, fancy, vision",0,0,0,0.0
2836,形式,けいしき,"① form (as opposed to substance), formality ② method, system, style ③ format, mode, appearance, form (something takes) ④ math expression",0,0,0,0.0
2837,見直す,みなおす,"to look again, to get a better opinion of",0,0,0,0.0
2838,見当,けんとう,"aim, mark, estimate, guess, approximation, direction",0,0,0,0.0
2839,原,はら,"field, plain, prairie, tundra, moor, wilderness",0,0,0,0.0
2840,原始,げんし,"origin, primeval",0,0,0,0.0
2841,原理,げんり,"principle, theory, fundamental truth",0,0,0,0.0
2842,原料,げんりょう,raw materials,0,0,0,0.0
2843,語学,ごがく,language study,0,0,0,0.0
2844,交流,こうりゅう,"① intercourse, (cultural) exchange, intermingling ② alternating current, AC",0,0,0,0.0
2845,光線,こうせん,"beam, light ray",0,0,0,0.0
2846,公式,こうしき,"① formality, formal, official ② formula",0,0,0,0.0
2847,公表,こうひょう,"official announcement, proclamation",0,0,0,0.0
2848,口実,こうじつ,"excuse, pretext",0,0,0,0.0
2849,校,こう,"① school ② proof (of a book, document, etc.), counter for proofs",0,0,0,0.0
2850,行列,ぎょうれつ,"① line, procession ② matrix",0,0,0,0.0
2851,高等,こうとう,"high class, high grade",0,0,0,0.0
2852,合同,ごうどう,"combination, incorporation, union, amalgamation, fusion, congruence",0,0,0,0.0
2853,合流,ごうりゅう,"confluence, union, linking up, merge, recombining",0,0,0,0.0
2854,国語,こくご,① Japanese (language) ② national language ③ native Japanese words (as opposed to loanwords),0,0,0,0.0
2855,混合,こんごう,"① mixing, mixture, meld ② miscegenation",0,0,0,0.0
2856,作曲,さっきょく,"composition, setting (of music)",0,0,0,0.0
2857,参考,さんこう,"reference, consultation",0,0,0,0.0
2858,算数,さんすう,arithmetic,0,0,0,0.0
2859,指定,してい,"designation, specification, assignment, appointment, pointing at",0,0,0,0.0
2860,留まる,とまる,"① to stop, to halt ② to remain, to abide, to stay (in the one place) ③ to come to a halt ④ to be limited to",0,0,0,0.0
2861,留める,とめる,"① to stop (something or someone), to turn off ② to concentrate on, to pay attention to ③ to remember, to bear in mind ④ to fix into place ⑤ to park, to leave somewhere for a time",0,0,0,0.0
2862,寺院,じいん,temple,0,0,0,0.0
2863,持参,じさん,"bringing, taking, carrying",0,0,0,0.0
2864,時速,じそく,speed (per hour),0,0,0,0.0
2865,次いで,ついで,"next, secondly, subsequently",0,0,0,0.0
2866,次ぐ,つぐ,"to rank next to, to come after",0,0,0,0.0
2867,実る,みのる,"to bear fruit, to ripen",0,0,0,0.0
2868,実感,じっかん,"feelings (actual, true)",0,0,0,0.0
2869,実習,じっしゅう,"practice, practise, training (esp. practical and hands-on), drill",0,0,0,0.0
2870,実物,じつぶつ,"real thing, original, actual",0,0,0,0.0
2871,実用,じつよう,"practical use, utility",0,0,0,0.0
2872,実力,じつりょく,"① (real) ability, true strength, merit, efficiency, competency ② arms, force",0,0,0,0.0
2873,実例,じつれい,"example, illustration, precedent",0,0,0,0.0
2874,弱点,じゃくてん,"weak point, weakness",0,0,0,0.0
2875,主語,しゅご,subject,0,0,0,0.0
2876,主役,しゅやく,"leading part, leading actor (actress)",0,0,0,0.0
2877,取り入れる,とりいれる,"① to harvest, to reap ② to take in, to gather in ③ to adopt",0,0,0,0.0
2878,手首,てくび,wrist,0,0,0,0.0
2879,受験,じゅけん,taking an examination,0,0,0,0.0
2880,終点,しゅうてん,"terminus, last stop (e.g. train)",0,0,0,0.0
2881,集合,しゅうごう,"① gathering, assembly, meeting ② set",0,0,0,0.0
2882,重点,じゅうてん,"important point, lay stress on, colon, emphasis",0,0,0,0.0
2883,重量,じゅうりょう,① weight ② heavyweight boxer,0,0,0,0.0
2884,出勤,しゅっきん,"going to work, at work",0,0,0,0.0
2885,商業,しょうぎょう,"commerce, trade, business",0,0,0,0.0
2886,商社,しょうしゃ,"trading company, firm",0,0,0,0.0
2887,商店,しょうてん,"shop, small store, business, firm",0,0,0,0.0
2888,少数,しょうすう,"minority, few",0,0,0,0.0
2889,消化,しょうか,"① digestion ② thorough understanding ③ selling accumulated (excess) products, dealing with a large amount of work ④ losing one's form and turning into something else",0,0,0,0.0
2890,消防,しょうぼう,"fire fighting, fire department",0,0,0,0.0
2891,乗車,じょうしゃ,"taking a train, bus, etc., entraining",0,0,0,0.0
2892,心身,しんしん,mind and body,0,0,0,0.0
2893,森林,しんりん,"forest, woods",0,0,0,0.0
2894,深まる,ふかまる,"to deepen, to heighten, to intensify",0,0,0,0.0
2895,深夜,しんや,late at night,0,0,0,0.0
2896,真っ暗,まっくら,"① total darkness, pitch dark ② bleak future, poor prospects",0,0,0,0.0
2897,神様,かみさま,God,0,0,0,0.0
2898,神話,しんわ,"myth, legend",0,0,0,0.0
2899,親指,おやゆび,thumb,0,0,0,0.0
2900,進路,しんろ,"① route, course ② career, university choices, course (of future life)",0,0,0,0.0
2901,人命,じんめい,(human) life,0,0,0,0.0
2902,図表,ずひょう,"chart, diagram, graph, figure",0,0,0,0.0
2903,水準,すいじゅん,"① level, standard ② water level",0,0,0,0.0
2904,水平,すいへい,"level, horizontality",0,0,0,0.0
2905,水面,すいめん,water's surface,0,0,0,0.0
2906,水曜,すいよう,Wednesday,0,0,0,0.0
2907,勢い,いきおい,"① force, vigor, vigour, energy, spirit, life ② influence, authority, power, might ③ impetus, momentum, course (of events) ④ naturally, necessarily",0,0,0,0.0
2908,正面,しょうめん,"front, frontage, facade, main",0,0,0,0.0
2909,線路,せんろ,"line, track, roadbed",0,0,0,0.0
2910,全集,ぜんしゅう,complete works,0,0,0,0.0
2911,想,そう,"① conception, idea, thought ② samjna (perception)",0,0,0,0.0
2912,早速,さっそく,"at once, immediately, without delay, promptly",0,0,0,0.0
2913,体育,たいいく,"physical education, gymnastics, athletics",0,0,0,0.0
2914,対立,たいりつ,"confrontation, opposition, antagonism",0,0,0,0.0
2915,帯,おび,"① obi (kimono sash) ② paper wrapper on books, CDs, etc.",0,0,0,0.0
2916,退院,たいいん,"leaving hospital, discharge from hospital",0,0,0,0.0
2917,大通り,おおどおり,main street,0,0,0,0.0
2918,短期,たんき,short term,0,0,0,0.0
2919,短所,たんしょ,"defect, demerit, weak point, disadvantage",0,0,0,0.0
2920,断定,だんてい,"conclusion, decision",0,0,0,0.0
2921,地帯,ちたい,"area, zone",0,0,0,0.0
2922,竹,たけ,① bamboo ② middle (of a three-tier ranking system),0,0,0,0.0
2923,直後,ちょくご,immediately following,0,0,0,0.0
2924,直線,ちょくせん,straight line,0,0,0,0.0
2925,直前,ちょくぜん,just before,0,0,0,0.0
2926,追加,ついか,"addition, supplement, append (e.g. to a file), appendix",0,0,0,0.0
2927,通勤,つうきん,commuting to work,0,0,0,0.0
2928,通行,つうこう,"passage, passing",0,0,0,0.0
2929,通用,つうよう,"① popular use, circulation ② to pass as",0,0,0,0.0
2930,通路,つうろ,"passage, pathway",0,0,0,0.0
2931,定員,ていいん,"fixed number of regular personnel, capacity (of boat, hall, aeroplane, airplane, etc.)",0,0,0,0.0
2932,定期,ていき,① fixed term ② fixed-term commutation pass ③ fixed-term deposit,0,0,0,0.0
2933,的確,てきかく,"precise, accurate",0,0,0,0.0
2934,天然,てんねん,"① nature, spontaneity ② natural airhead",0,0,0,0.0
2935,点数,てんすう,"marks, points, score, runs, number of items, credits",0,0,0,0.0
2936,伝記,でんき,"biography, life story",0,0,0,0.0
2937,田植え,たうえ,rice planting,0,0,0,0.0
2938,電球,でんきゅう,light bulb,0,0,0,0.0
2939,電波,でんぱ,"electro-magnetic wave, radio wave",0,0,0,0.0
2940,電流,でんりゅう,electric current,0,0,0,0.0
2941,登場,とうじょう,"① entry (on stage), appearance (on screen) ② entrance, introduction (into a market)",0,0,0,0.0
2942,都心,としん,"city centre (center) (esp. capital city), urban centre, heart of city a metropolis",0,0,0,0.0
2943,当日,とうじつ,"appointed day, very day",0,0,0,0.0
2944,当番,とうばん,being on duty,0,0,0,0.0
2945,童話,どうわ,fairy-tale,0,0,0,0.0
2946,内科,ないか,"① internal medicine, i.e. treatment by medical procedures rather than surgical procedures ② department of internal medicine (hospital, etc.)",0,0,0,0.0
2947,南米,なんべい,South America,0,0,0,0.0
2948,日常,にちじょう,"ordinary, regular, everyday, usual",0,0,0,0.0
2949,能,のう,"① talent, gift, function ② noh (theatre)",0,0,0,0.0
2950,農村,のうそん,"agricultural community, farm village, rural",0,0,0,0.0
2951,農薬,のうやく,"agricultural chemical (i.e. pesticide, herbicide, fungicide, etc.), agrochemical, agrichemical",0,0,0,0.0
2952,畑,はたけ,"① field (for fruits, vegetables, etc.), cultivated land, vegetable plot, kitchen garden, plantation ② field (of specialization), sphere, area",0,0,0,0.0
2953,発想,はっそう,"expression (e.g. in music), idea, conception",0,0,0,0.0
2954,半島,はんとう,peninsula,0,0,0,0.0
2955,反,はん,"anti-, opposite, antithesis, antagonism",0,0,0,0.0
2956,番地,ばんち,"house number, address",0,0,0,0.0
2957,飛行,ひこう,aviation,0,0,0,0.0
2958,筆記,ひっき,"(taking) notes, copying",0,0,0,0.0
2959,筆者,ひっしゃ,"writer (often in self-reference), author",0,0,0,0.0
2960,表紙,ひょうし,"front cover, binding",0,0,0,0.0
2961,負け,まけ,"defeat, loss, losing (a game)",0,0,0,0.0
2962,部品,ぶひん,"parts, accessories, components",0,0,0,0.0
2963,風船,ふうせん,"balloon (esp. small, toy variety)",0,0,0,0.0
2964,物語る,ものがたる,"to tell, to indicate",0,0,0,0.0
2965,分量,ぶんりょう,"amount, quantity",0,0,0,0.0
2966,平日,へいじつ,"① weekday, ordinary days (i.e. non-holiday) ② kanji radical 73",0,0,0,0.0
2967,放る,ほうる,"① to let go, to abandon, to leave undone ② to throw, to toss, to fling",0,0,0,0.0
2968,方面,ほうめん,"① direction, district, area ② field (e.g. of study)",0,0,0,0.0
2969,防止,ぼうし,"prevention, check",0,0,0,0.0
2970,防犯,ぼうはん,prevention of crime,0,0,0,0.0
2971,本部,ほんぶ,"headquarters, head office, main office",0,0,0,0.0
2972,満員,まんいん,"full house, no vacancy, sold out, standing room only, full (of people), crowded",0,0,0,0.0
2973,無数,むすう,"countless number, infinite number",0,0,0,0.0
2974,名所,めいしょ,"① famous place ② name of a part (of an instrument, etc.) ③ name and address",0,0,0,0.0
2975,名物,めいぶつ,"famous product, special product, speciality, specialty",0,0,0,0.0
2976,明け方,あけがた,dawn,0,0,0,0.0
2977,目次,もくじ,table of contents,0,0,0,0.0
2978,夜間,やかん,"at night, nighttime",0,0,0,0.0
2979,役者,やくしゃ,"actor, actress",0,0,0,0.0
2980,役所,やくしょ,"government office, public office",0,0,0,0.0
2981,役人,やくにん,government official,0,0,0,0.0
2982,役目,やくめ,"duty, business, role",0,0,0,0.0
2983,薬局,やっきょく,"pharmacy, chemist (shop), drugstore",0,0,0,0.0
2984,薬品,やくひん,"medicine, chemicals",0,0,0,0.0
2985,油断,ゆだん,"negligence, unpreparedness",0,0,0,0.0
2986,有無,うむ,"① existence or nonexistence, presence or absence ② consent or refusal, yes or no ③ flag indicator, presence or absence marker",0,0,0,0.0
2987,予防,よぼう,"prevention, precaution, protection against",0,0,0,0.0
2988,用語,ようご,"term, terminology",0,0,0,0.0
2989,理科,りか,science,0,0,0,0.0
2990,留守番,るすばん,"① care-taking, house-sitting, house-watching ② caretaker, house-sitter",0,0,0,0.0
2991,列島,れっとう,"archipelago, chain of islands",0,0,0,0.0
2992,録音,ろくおん,(audio) recording,0,0,0,0.0
2993,和,わ,"① sum ② harmony, peace ③ Japanese-style",0,0,0,0.0
2994,等,とう,"① class, order, rank ② et cetera (etc.), and the like ③ equal",0,0,0,0.0
2995,両側,りょうがわ,both sides,0,0,0,0.0
2996,温かい,あたたかい,"warm, mild, genial",0,0,0,0.0
2997,温める,あたためる,"to warm, to heat",0,0,0,0.0
2998,当てはめる,あてはめる,"to apply, to adapt",0,0,0,0.0
2999,植木,うえき,"garden shrubs, trees, potted plant",0,0,0,0.0
3000,係わる,かかわる,"① to be affected, to be influenced ② to be concerned with, to have to do with ③ to stick to (opinions)",0,0,0,0.0
3001,区切る,くぎる,"to demarcate, to delimit, to to divide (an area), to mark off, to cut off",0,0,0,0.0
3002,退く,どく,"① to step aside, to move (i.e. out of the way), to make way ② to resign, to retire, to quit, to secede",0,0,0,0.0
3003,先頭,せんとう,"head, lead, vanguard, first",0,0,0,0.0
3004,ため息,ためいき,sigh,0,0,0,0.0
3005,中身,なかみ,"contents, interior, substance, filling, (sword) blade",0,0,0,0.0
3006,話し合い,はなしあい,"discussion, conference",0,0,0,0.0
3007,反映,はんえい,"① influence ② to apply, to implement ③ reflection",0,0,0,0.0
3008,混ざる,まざる,"to be mixed (colours, liquids, odours...), to be blended with, to associate with, to mingle with, to join",0,0,0,0.0
3009,混じる,まじる,"to be mixed, to be blended with, to associate with, to mingle with, to interest, to join",0,0,0,0.0
3010,集まり,あつまり,"gathering, meeting, assembly, collection",0,0,0,0.0
3011,都,と,"metropolitan, municipal",0,0,0,0.0
3012,集,しゅう,"collection, compilation",0,0,0,0.0
3013,移す,うつす,"① to change, to swap, to substitute, to transfer ② to change the object of one's interest or focus ③ to spend or take time ④ to infect ⑤ to permeate something with the smell or colour of something ⑥ to move on to the next or different stage of (a plan, etc.)",0,0,0,0.0
3014,移転,いてん,"moving, transfer, demise",0,0,0,0.0
3015,医療,いりょう,"medical care, medical treatment",0,0,0,0.0
3016,育児,いくじ,"childcare, nursing, upbringing",0,0,0,0.0
3017,運河,うんが,"canal, waterway",0,0,0,0.0
3018,園芸,えんげい,"horticulture, gardening",0,0,0,0.0
3019,延長,えんちょう,"① extension, elongation, prolongation, lengthening ② Enchou era (923.4.11-931.4.26)",0,0,0,0.0
3020,下降,かこう,"downward, descent, fall, drop, subsidence",0,0,0,0.0
3021,加熱,かねつ,heating,0,0,0,0.0
3022,可,か,"passable, acceptable, tolerable, fair",0,0,0,0.0
3023,可決,かけつ,"approval, adoption (e.g. motion, bill), passage",0,0,0,0.0
3024,課税,かぜい,taxation,0,0,0,0.0
3025,課程,かてい,"course, curriculum",0,0,0,0.0
3026,貨物,かもつ,"① cargo, freight ② money or assets",0,0,0,0.0
3027,過程,かてい,process,0,0,0,0.0
3028,過半数,かはんすう,majority,0,0,0,0.0
3029,解く,ほどく,"to unfasten, to untie, to unwrap (e.g. parcel)",0,0,0,0.0
3030,解説,かいせつ,"explanation, commentary, exposition, elucidation",0,0,0,0.0
3031,解答,かいとう,"answer, solution",0,0,0,0.0
3032,解放,かいほう,"① release, unleashing, liberation, emancipation, setting free ② deallocation (of computer memory)",0,0,0,0.0
3033,改めて,あらためて,"another time, again, over again, anew, formally",0,0,0,0.0
3034,改める,あらためる,"① to change, to alter, to revise, to replace ② to reform, to correct, to mend, to improve ③ to examine, to check, to inspect ④ to do properly, to do formally",0,0,0,0.0
3035,改札,かいさつ,"① examination of tickets ② ticket gate, ticket barrier",0,0,0,0.0
3036,改正,かいせい,"revision, amendment, alteration",0,0,0,0.0
3037,改造,かいぞう,"① remodeling, remodelling, restructuring ② modding",0,0,0,0.0
3038,灰,はい,"ash, ashes",0,0,0,0.0
3039,灰色,はいいろ,"grey, gray, ashen",0,0,0,0.0
3040,各自,かくじ,"individual, each",0,0,0,0.0
3041,各地,かくち,"every place, various places",0,0,0,0.0
3042,格別,かくべつ,exceptional,0,0,0,0.0
3043,覚ます,さます,① to awaken ② to disabuse ③ to sober up,0,0,0,0.0
3044,官庁,かんちょう,"government office, authorities",0,0,0,0.0
3045,缶詰,かんづめ,"packing (in cans), canning, canned goods, tin can",0,0,0,0.0
3046,観測,かんそく,observation,0,0,0,0.0
3047,関西,かんさい,"Kansai (south-western half of Japan, including Osaka)",0,0,0,0.0
3048,関東,かんとう,"Kantou (eastern half of Japan, including Tokyo)",0,0,0,0.0
3049,含める,ふくめる,"to include, to instruct, to make one understand, to put in one's mouth",0,0,0,0.0
3050,危うい,あやうい,"① dangerous, risky, hazardous, perilous, precarious ② in danger, in jeopardy, critical, grave, at risk ③ uncertain, unreliable, insecure, unsteady, doubtful ④ close (i.e. a close call), narrow",0,0,0,0.0
3051,寄せる,よせる,"① to come near, to let someone approach ② to collect, to gather, to receive ③ to add ④ to put aside",0,0,0,0.0
3052,幾,いく,"① some, several ② many ③ how many?, how much?",0,0,0,0.0
3053,期限,きげん,"① term, period, time frame ② time limit, deadline, cutoff (date)",0,0,0,0.0
3054,機関,きかん,"① engine ② agency, organisation, organization, institution, organ ③ system, facility, facilities",0,0,0,0.0
3055,気圧,きあつ,atmospheric pressure,0,0,0,0.0
3056,規律,きりつ,"① order, observance, discipline ② rules, law, regulations",0,0,0,0.0
3057,起床,きしょう,"rising, getting out of bed",0,0,0,0.0
3058,議員,ぎいん,"member of the Diet, congress or parliament",0,0,0,0.0
3059,詰まる,つまる,"① to be blocked, to be packed ② to hit the ball near the handle of the bat (baseball)",0,0,0,0.0
3060,客席,きゃくせき,guest seating,0,0,0,0.0
